n,r,m
"(:start_of_year_gross_issuance_for_NFCs_in_2023 {id: e21504})""""","[:compared_with]""""","(:last_ten_years_average {id: e21505})"""""
"(:issuance_behavior {id: e21506})""""","[:impact_on]""""","(:corporate_bond_spreads {id: e68})"""""
"(:overnight_to_time_deposits {id: e21516})""""","[:moved_holdings_to]""""","(:other_instruments {id: e21517})"""""
"(:redistribution {id: e21518})""""","[:involves]""""","(:deposit_volumes {id: e21519})"""""
"(:savers {id: e21520})""""","[:reacted_to]""""","(:deposit_rates {id: e5729})"""""
"(:banks_with_less_attractive_remuneration {id: e21521})""""","[:lost_deposits_from]""""","(:savers {id: e21520})"""""
"(:banks_with_increased_deposit_rates {id: e21522})""""","[:attracted_deposits_from]""""","(:savers {id: e21520})"""""
"(:Bank_repayments {id: e21524})""""","[:contributed_to_increase]""""","(:higher_bank_funding_costs {id: e21523})"""""
"(:Bank_repayments {id: e21524})""""","[:contributed_to_reduction]""""","(:excess_liquidity {id: e1807})"""""
"(:funds_borrowed {id: e21525})""""","[:borrowed_under]""""","(:TLTRO_III {id: e1546})"""""
"(:recalibration_of_the_TLTRO_III_terms_and_conditions {id: e21526})""""","[:came_into_effect_on]""""","(:_23_November_2022 {id: e5742})"""""
"(:_4_point_38percent {id: e21531})""""","[:time]""""","(:April_2023 {id: e16595})"""""
"(:_4_point_38percent {id: e21531})""""","[:compared_with]""""","(:_4_point_22percent {id: e21533})"""""
"(:_4_point_38percent {id: e21531})""""","[:compared_with]""""","(:_1_point_83percent {id: e21534})"""""
"(:_4_point_38percent {id: e21531})""""","[:highest_since]""""","(:end_of_2008 {id: e21532})"""""
"(:_4_point_22percent {id: e21533})""""","[:time]""""","(:March_2023 {id: e5032})"""""
"(:_1_point_83percent {id: e21534})""""","[:time]""""","(:June_2022 {id: e13152})"""""
"(:household_loans_for_house_purchase {id: e21536})""""","[:time]""""","(:April_2023 {id: e16595})"""""
"(:household_loans_for_house_purchase {id: e21536})""""","[:increased_to]""""","(:_3_point_44percent {id: e21537})"""""
"(:household_loans_for_house_purchase {id: e21536})""""","[:rise_caused_by]""""","(:flexible_rate_mortgages {id: e21540})"""""
"(:household_loans_for_house_purchase {id: e21536})""""","[:rate_in_June_2022]""""","(:_1_point_97percent {id: e21539})"""""
"(:_3_point_44percent {id: e21537})""""","[:from]""""","(:_3_point_37percent {id: e21538})"""""
"(:_3_point_37percent {id: e21538})""""","[:time]""""","(:March_2023 {id: e5032})"""""
"(:_1_point_97percent {id: e21539})""""","[:time]""""","(:June_2022 {id: e13152})"""""
"(:fixed_rate_mortgages {id: e21541})""""","[:declined_in]""""","(:April_2023 {id: e16595})"""""
"(:fixed_rate_mortgages {id: e21541})""""","[:since_trend_start]""""","(:December_2021 {id: e3355})"""""
"(:April_2023_Consumer_Expectations_Survey {id: e21543})""""","[:suggests_about]""""","(:mortgage_rates {id: e12281})"""""
"(:April_2023_Consumer_Expectations_Survey {id: e21543})""""","[:reflects_on]""""","(:housing_loans {id: e3844})"""""
"(:cross_country_dispersion {id: e21545})""""","[:of]""""","(:bank_lending_rates {id: e2153})"""""
"(:cross_country_dispersion {id: e21545})""""","[:remained_at]""""","(:April_2023 {id: e16595})"""""
"(:cross_country_dispersion {id: e21545})""""","[:level]""""","(:spread {id: e368})"""""
"(:net_percentage_of_firms_reporting_higher_bank_rates {id: e21547})""""","[:increased_to]""""","(:_87percent {id: e10125})"""""
"(:net_percentage_of_firms_reporting_higher_bank_rates {id: e21547})""""","[:was]""""","(:_71percent {id: e17829})"""""
"(:largest_increase_in_higher_bank_rates {id: e21548})""""","[:related_to]""""","(:borrowing_costs {id: e12282})"""""
"(:largest_increase_in_higher_bank_rates {id: e21548})""""","[:reflects]""""","(:monetary_policy_tightening {id: e10502})"""""
"(:other_financing_costs {id: e21549})""""","[:includes]""""","(:charges_fees_and_commissions {id: e21550})"""""
"(:other_financing_costs {id: e21549})""""","[:had_previous_percentage_of]""""","(:_49percent {id: e21551})"""""
"(:obstacles_to_obtaining_a_bank_loan {id: e21554})""""","[:had_constant_percentage_of]""""","(:_7percent {id: e5705})"""""
"(:net_percentage {id: e21555})""""","[:was]""""","(:_6percent {id: e5708})"""""
"(:net_percentage {id: e21555})""""","[:down_from]""""","(:_9percent {id: e5849})"""""
"(:availability_of_most_sources_of_financing {id: e21556})""""","[:caused]""""","(:financing_gaps {id: e18391})"""""
"(:net_17percent_decline {id: e21557})""""","[:between]""""","(:April_2023 {id: e16595})"""""
"(:net_17percent_decline {id: e21557})""""","[:and]""""","(:September_2023 {id: e21558})"""""
"(:Bank_lending_to_firms_and_households {id: e21560})""""","[:moderated_in]""""","(:April {id: e2553})"""""
"(:Bank_lending_to_firms_and_households {id: e21560})""""","[:moderation_caused_by]""""","(:higher_interest_rates {id: e5718})"""""
"(:Bank_lending_to_firms_and_households {id: e21560})""""","[:moderation_caused_by]""""","(:tighter_credit_standards {id: e5720})"""""
"(:Bank_lending_to_firms_and_households {id: e21560})""""","[:moderation_caused_by]""""","(:lower_loan_demand {id: e21510})"""""
"(:deteriorating_housing_market_prospects {id: e21563})""""","[:caused_by]""""","(:higher_lending_rates {id: e21509})"""""
"(:deteriorating_housing_market_prospects {id: e21563})""""","[:caused_by]""""","(:substantial_further_tightening_of_banks_credit_standards {id: e21564})"""""
"(:month_to_month {id: e21567})""""","[:contributed_to]""""","(:weakening_of_the_overall_growth_rate_of_loans_to_households {id: e21568})"""""
"(:net_external_financing_growth {id: e21569})""""","[:status_in_period]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:net_external_financing_growth {id: e21569})""""","[:status_in_month]""""","(:April_2023 {id: e16595})"""""
"(:loan_flows {id: e21571})""""","[:comparison_with_previous_years]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:loan_flows {id: e21571})""""","[:nature_in_period]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:issuance_of_listed_shares {id: e21572})""""","[:described_as_in_period]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:issuance_of_listed_shares {id: e21572})""""","[:muted_despite]""""","(:lower_cost_of_equity {id: e21573})"""""
"(:initial_public_offerings {id: e21574})""""","[:low_activity_in_market]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:multinational_companies {id: e21575})""""","[:action_taken_with]""""","(:shares {id: e21576})"""""
"(:dividend_payouts {id: e21577})""""","[:described_as_in_period]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:Overnight_deposits {id: e21578})""""","[:fell_by]""""","(:_6_point_1percent {id: e12876})"""""
"(:Overnight_deposits {id: e21578})""""","[:dropped_in]""""","(:March {id: e5203})"""""
"(:Overnight_deposits {id: e21578})""""","[:dropped_by]""""","(:_5_point_1percent {id: e563})"""""
"(:Overnight_deposits {id: e21578})""""","[:contracted_due_to]""""","(:reallocation_of_funds {id: e5778})"""""
"(:Overnight_deposits {id: e21578})""""","[:contracted_further_in]""""","(:April {id: e2553})"""""
"(:Overnight_deposits {id: e21578})""""","[:substitution_reflects]""""","(:interest_rates_on_overnight_deposits {id: e21582})"""""
"(:Overnight_deposits {id: e21578})""""","[:contraction_since]""""","(:Economic_and_Monetary_Union {id: e8397})"""""
"(:shift_from_overnight_deposits {id: e21581})""""","[:caused_by]""""","(:time_deposits {id: e5738})"""""
"(:shift_from_overnight_deposits {id: e21581})""""","[:caused_by]""""","(:bonds {id: e14454})"""""
"(:shift_from_overnight_deposits {id: e21581})""""","[:caused_by]""""","(:money_market_fund_shares {id: e21580})"""""
"(:interest_rates_on_overnight_deposits {id: e21582})""""","[:slower_adjustment_to]""""","(:policy_rate_changes {id: e12906})"""""
"(:weakening_of_monetary_dynamics {id: e21583})""""","[:driven_by]""""","(:credit_dynamics {id: e12920})"""""
"(:weakening_of_monetary_dynamics {id: e21583})""""","[:driven_by]""""","(:opportunity_costs_of_holding_money {id: e21584})"""""
"(:weakening_of_monetary_dynamics {id: e21583})""""","[:driven_by]""""","(:reduction_of_the_Eurosystem_balance_sheet {id: e21585})"""""
"(:weakening_of_monetary_dynamics {id: e21583})""""","[:can_be_explained_by]""""","(:credit_dynamics {id: e12920})"""""
"(:weakening_of_monetary_dynamics {id: e21583})""""","[:can_be_explained_by]""""","(:opportunity_costs_of_holding_money {id: e21584})"""""
"(:narrow_money_M1 {id: e21587})""""","[:time_reference]""""","(:April {id: e2553})"""""
"(:narrow_money_M1 {id: e21587})""""","[:time_reference]""""","(:March {id: e5203})"""""
"(:narrow_money_M1 {id: e21587})""""","[:contracted_by]""""","(:_5_point_2percent {id: e5112})"""""
"(:narrow_money_M1 {id: e21587})""""","[:experienced_a_contraction_of]""""","(:_4_point_2percent {id: e3515})"""""
"(:policy_rate_hikes {id: e21588})""""","[:incentive_for_shift_to]""""","(:government_securities {id: e2086})"""""
"(:policy_rate_hikes {id: e21588})""""","[:incentive_for_shift_to]""""","(:time_deposits {id: e5738})"""""
"(:policy_rate_hikes {id: e21588})""""","[:incentive_for_shift_to]""""","(:bank_bonds {id: e15914})"""""
"(:policy_rate_hikes {id: e21588})""""","[:incentive_for_shift_to]""""","(:money_market_funds {id: e21589})"""""
"(:policy_rate_hikes {id: e21588})""""","[:incentive_for_shift_from]""""","(:overnight_deposits {id: e5184})"""""
"(:bonds_with_longer_maturities {id: e21590})""""","[:not_included_in]""""","(:M3 {id: e689})"""""
"(:deficit_ratios {id: e21591})""""","[:expected_to_remain_above]""""","(:pre_pandemic_levels {id: e1751})"""""
"(:euro_area_deficit_ratio {id: e21592})""""","[:amount]""""","(:_3_point_2percent_of_GDP {id: e21593})"""""
"(:euro_area_deficit_ratio {id: e21592})""""","[:projected_for]""""","(:_2023 {id: e3732})"""""
"(:euro_areas_fiscal_policy {id: e21594})""""","[:change_from]""""","(:_2023 {id: e3732})"""""
"(:euro_areas_fiscal_policy {id: e21594})""""","[:expected_to_tighten]""""","(:_2024 {id: e4146})"""""
"(:euro_areas_fiscal_policy {id: e21594})""""","[:expected_to_be_neutral_again]""""","(:_2025 {id: e408})"""""
"(:Commissions_legislative_proposals {id: e21595})""""","[:issued_on]""""","(:_26_April_2023 {id: e21596})"""""
"(:euro_area_budget_deficit_2023 {id: e21597})""""","[:decline_to]""""","(:GDP_2023 {id: e21598})"""""
"(:euro_area_budget_deficit_2024 {id: e21599})""""","[:is_projected_percentage_of]""""","(:GDP_2024 {id: e21600})"""""
"(:euro_area_budget_deficit_2025 {id: e21601})""""","[:is_projected_percentage_of]""""","(:GDP_2025 {id: e21602})"""""
"(:fall_in_the_euro_area_budget_deficit {id: e21603})""""","[:is_driven_by]""""","(:cyclically_adjusted_primary_deficit {id: e21604})"""""
"(:improvement_in_the_cyclical_component_of_the_budget_deficit {id: e21605})""""","[:is_extent_of_improvement_in]""""","(:euro_area_general_government_budget_balance {id: e6444})"""""
"(:euro_area_primary_deficit {id: e21606})""""","[:is_influenced_by]""""","(:continued_reductions_in_fiscal_support_measures {id: e21607})"""""
"(:continued_reductions_in_fiscal_support_measures {id: e21607})""""","[:implemented_in_response_to]""""","(:high_inflation {id: e3498})"""""
"(:continued_reductions_in_fiscal_support_measures {id: e21607})""""","[:implemented_in_response_to]""""","(:energy_shock {id: e5151})"""""
"(:fiscal_support_measures_2023 {id: e21608})""""","[:amount_to]""""","(:euro_area_level_2023 {id: e21609})"""""
"(:fiscal_support_measures_2024 {id: e21610})""""","[:amount_to_as_percentage_of]""""","(:GDP_2024 {id: e21600})"""""
"(:fiscal_support_measures_2025 {id: e21611})""""","[:decline_to_percentage_of]""""","(:GDP_2025 {id: e21602})"""""
"(:partial_reversal_of_windfall_revenues {id: e21612})""""","[:resulting_from]""""","(:high_inflation {id: e3498})"""""
"(:pandemic_stimulus_measures {id: e21614})""""","[:associated_with]""""","(:statistical_reclassification {id: e21615})"""""
"(:statistical_reclassification {id: e21615})""""","[:location]""""","(:Italy {id: e1268})"""""
"(:Next_Generation_EU_NGEU_programme {id: e21618})""""","[:funded]""""","(:additional_fiscal_support {id: e22000})"""""
"(:main_drivers {id: e21621})""""","[:behind_revisions_of]""""","(:euro_area_budget_balance {id: e20140})"""""
"(:interest_expenditure {id: e21622})""""","[:part_of]""""","(:main_drivers {id: e21621})"""""
"(:interest_expenditure {id: e21622})""""","[:projection_for]""""","(:_2023 {id: e3732})"""""
"(:interest_expenditure {id: e21622})""""","[:as_a_share_of]""""","(:GDP {id: e299})"""""
"(:European_Semester_Spring_Package {id: e21623})""""","[:released_on]""""","(:_24_May_2023 {id: e21624})"""""
"(:wealthy_households {id: e21627})""""","[:observed_time_period]""""","(:past_three_years {id: e21628})"""""
"(:estimated_allocation {id: e21629})""""","[:combined_with]""""","(:survey_information {id: e6398})"""""
"(:household_portfolios {id: e21630})""""","[:distribution_along]""""","(:net_wealth_distribution {id: e21631})"""""
"(:cumulated_excess_savings {id: e21632})""""","[:held_in]""""","(:United_States {id: e230})"""""
"(:cumulated_excess_savings {id: e21632})""""","[:held_in]""""","(:euro_area {id: e375})"""""
"(:cumulated_excess_savings {id: e21632})""""","[:rose_in]""""","(:fourth_quarter_of_2022 {id: e5050})"""""
"(:low_wealth_households {id: e21633})""""","[:has]""""","(:excess_savings {id: e15789})"""""
"(:consumption_impulse {id: e21634})""""","[:not_compared_with]""""","(:United_States {id: e230})"""""
"(:illiquid_assets {id: e21635})""""","[:includes]""""","(:housing_wealth {id: e1231})"""""
"(:illiquid_assets {id: e21635})""""","[:includes]""""","(:loan_repayments {id: e21636})"""""
"(:illiquid_assets {id: e21635})""""","[:has_MPC_rate]""""","(:marginal_propensity_to_consume {id: e21640})"""""
"(:loan_repayments {id: e21636})""""","[:represents_share_in]""""","(:low_wealth_households {id: e21633})"""""
"(:households_decision {id: e21637})""""","[:is_determined_by]""""","(:MPC {id: e1376})"""""
"(:marginal_propensity_to_consume {id: e21640})""""","[:same_as]""""","(:MPC {id: e1376})"""""
"(:asset_composition {id: e21641})""""","[:affects]""""","(:MPC {id: e1376})"""""
"(:first_mechanism_of_general_equilibrium {id: e21643})""""","[:transforms]""""","(:savings {id: e5506})"""""
"(:high_wealth_high_income_households {id: e21644})""""","[:have]""""","(:trickle_up {id: e21645})"""""
"(:trickle_up {id: e21645})""""","[:results_in]""""","(:MPC {id: e1376})"""""
"(:model_implied_impulse_to_consumption {id: e21647})""""","[:depends_on]""""","(:calibration {id: e15666})"""""
"(:liquid_financial_assets {id: e21650})""""","[:has_MPC_rate]""""","(:marginal_propensity_to_consume {id: e21640})"""""
"(:next_40percent {id: e21651})""""","[:part_of]""""","(:income_distribution {id: e2440})"""""
"(:next_40percent {id: e21651})""""","[:part_of]""""","(:excess_savings_distribution {id: e21652})"""""
"(:Earnings_calls {id: e21653})""""","[:provide_information_on]""""","(:corporate_sentiment {id: e21654})"""""
"(:earnings_call {id: e21655})""""","[:includes]""""","(:investors {id: e2208})"""""
"(:earnings_call {id: e21655})""""","[:includes]""""","(:publicly_listed_company {id: e21656})"""""
"(:earnings_call {id: e21655})""""","[:includes]""""","(:analysts {id: e21657})"""""
"(:earnings_call {id: e21655})""""","[:includes]""""","(:press {id: e21658})"""""
"(:earnings_call {id: e21655})""""","[:discusses]""""","(:companys_financial_results {id: e21659})"""""
"(:earnings_call {id: e21655})""""","[:frequency]""""","(:quarter {id: e4467})"""""
"(:NL_Analytics {id: e21660})""""","[:automated]""""","(:transcripts_of_English_language_earnings_calls {id: e21661})"""""
"(:textual_searches {id: e21662})""""","[:focuses_on]""""","(:euro_area_firms {id: e1406})"""""
"(:textual_searches {id: e21662})""""","[:extracts]""""","(:quarterly_sentiment_and_risk_indices {id: e21664})"""""
"(:database {id: e21665})""""","[:updated_for]""""","(:current_quarter {id: e8087})"""""
"(:database {id: e21665})""""","[:update_frequency]""""","(:every_two_weeks {id: e21666})"""""
"(:textual_analysis {id: e21667})""""","[:helps_derive]""""","(:corporate_perceptions {id: e21668})"""""
"(:sentiment_index {id: e21669})""""","[:reflects]""""","(:earnings_call {id: e21655})"""""
"(:sentiment_index {id: e21669})""""","[:expressed_as]""""","(:net_terms {id: e21670})"""""
"(:net_terms {id: e21670})""""","[:indicates]""""","(:good_news {id: e21671})"""""
"(:net_terms {id: e21670})""""","[:indicates]""""","(:bad_news {id: e21672})"""""
"(:risk_index {id: e21673})""""","[:shows_relation_between]""""","(:uncertainty {id: e751})"""""
"(:risk_index {id: e21673})""""","[:shows_relation_between]""""","(:risk {id: e7344})"""""
"(:firm_level_dataset {id: e21674})""""","[:comprises_of]""""","(:sentiment_and_risk_indices {id: e21675})"""""
"(:firm_level_dataset {id: e21674})""""","[:generated_through]""""","(:earnings_call {id: e21655})"""""
"(:sentiment_and_risk_indices {id: e21675})""""","[:averaged_into]""""","(:structured_quarterly_data {id: e21676})"""""
"(:structured_quarterly_data {id: e21676})""""","[:covers_period_from]""""","(:first_quarter_of_2002 {id: e21677})"""""
"(:structured_quarterly_data {id: e21676})""""","[:covers_period_to]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:earnings_calls {id: e21679})""""","[:enables_retrieval_of]""""","(:prevailing_narrative {id: e21680})"""""
"(:net_sentiment {id: e21681})""""","[:showed_strong_recovery_in]""""","(:_2021 {id: e604})"""""
"(:net_sentiment {id: e21681})""""","[:stabilised_in]""""","(:_2022 {id: e404})"""""
"(:net_sentiment {id: e21681})""""","[:rose_further_in]""""","(:second_quarter_of_2023 {id: e16594})"""""
"(:growth_rate_of_gross_operating_surplus {id: e21682})""""","[:in]""""","(:NFC_sector {id: e21683})"""""
"(:growth_rate_of_gross_operating_surplus {id: e21682})""""","[:decreased_in]""""","(:second_half_of_2022 {id: e4631})"""""
"(:NFC_sector {id: e21683})""""","[:experienced_decreased_growth_due_to]""""","(:tighter_financing_conditions {id: e5061})"""""
"(:NFC_sector {id: e21683})""""","[:experienced_decreased_growth_due_to]""""","(:weakening_demand {id: e17614})"""""
"(:NFC_sector {id: e21683})""""","[:no_need_to_catch_up_from_perspective]""""","(:Chart_A {id: e900})"""""
"(:market_and_survey_earnings_data {id: e21685})""""","[:suggest]""""","(:profit_growth {id: e21686})"""""
"(:profit_growth {id: e21686})""""","[:driven_by]""""","(:easing_supply_bottlenecks {id: e21402})"""""
"(:profit_growth {id: e21686})""""","[:driven_by]""""","(:post_pandemic_pent_up_demand {id: e21689})"""""
"(:profit_growth {id: e21686})""""","[:driven_by]""""","(:imperfect_substitutability_of_production_inputs {id: e21690})"""""
"(:profit_growth {id: e21686})""""","[:eased_in]""""","(:second_half_of_2022 {id: e4631})"""""
"(:profit_growth {id: e21686})""""","[:remained_above]""""","(:historical_averages {id: e7029})"""""
"(:profit_growth {id: e21686})""""","[:driven_since]""""","(:early_2021 {id: e8964})"""""
"(:current_euro_area_NFC_gross_operating_surplus {id: e21687})""""","[:growing_at_rate_above]""""","(:pre_pandemic_trend {id: e21688})"""""
"(:current_euro_area_NFC_gross_operating_surplus {id: e21687})""""","[:exceeded_level_of]""""","(:fourth_quarter_of_2019 {id: e538})"""""
"(:corporate_investment_sentiment {id: e21691})""""","[:rose_in]""""","(:second_quarter_of_2023 {id: e16594})"""""
"(:net_investment_sentiment {id: e21692})""""","[:has_timeframe]""""","(:past_two_decades {id: e928})"""""
"(:net_investment_sentiment {id: e21692})""""","[:correlated_with]""""","(:business_investment_growth {id: e3702})"""""
"(:investment_sentiment {id: e21693})""""","[:reflected_by]""""","(:high_energy_costs {id: e3275})"""""
"(:investment_sentiment {id: e21693})""""","[:reflected_by]""""","(:elevated_uncertainty {id: e16602})"""""
"(:investment_sentiment {id: e21693})""""","[:reflected_by]""""","(:weakening_demand {id: e17614})"""""
"(:investment_sentiment {id: e21693})""""","[:above]""""","(:historical_average {id: e5636})"""""
"(:investment_sentiment {id: e21693})""""","[:has_trend_in]""""","(:_2021 {id: e604})"""""
"(:investment_sentiment {id: e21693})""""","[:has_trend_in]""""","(:start_of_2022 {id: e5549})"""""
"(:investment_sentiment {id: e21693})""""","[:edged_up_above]""""","(:long_term_average {id: e2028})"""""
"(:investment_sentiment {id: e21693})""""","[:peaks_with]""""","(:investment_growth {id: e6391})"""""
"(:investment_sentiment {id: e21693})""""","[:leads_timeframe]""""","(:two_quarters {id: e18760})"""""
"(:improving_supply_conditions {id: e21695})""""","[:improved_with]""""","(:investment_sentiment {id: e21693})"""""
"(:easing_energy_costs {id: e21696})""""","[:improved_with]""""","(:investment_sentiment {id: e21693})"""""
"(:profit_sentiment {id: e21697})""""","[:aligns_with]""""","(:Purchasing_Managers_Index {id: e21698})"""""
"(:energy_and_utilities_sector {id: e21699})""""","[:recent_ebb_in_profit_sentiment_due_to]""""","(:developments_in_energy_prices {id: e21700})"""""
"(:energy_and_utilities_sector {id: e21699})""""","[:weak_investment_sentiment_may_be_caused_by]""""","(:green_transition {id: e4890})"""""
"(:energy_and_utilities_sector {id: e21699})""""","[:weak_investment_sentiment_may_be_caused_by]""""","(:uncertainty_surrounding_energy_investment {id: e21701})"""""
"(:energy_and_utilities_sector {id: e21699})""""","[:sector_with_more_positive_profit_sentiment]""""","(:_2023 {id: e3732})"""""
"(:indicator_of_financing_risk {id: e21703})""""","[:created_by]""""","(:keywords {id: e21704})"""""
"(:lending_for_investment_purposes {id: e21705})""""","[:surveyed_by]""""","(:euro_area_bank_lending_survey {id: e3842})"""""
"(:lending_for_investment_purposes {id: e21705})""""","[:changed_during]""""","(:global_financial_crisis {id: e1217})"""""
"(:high_and_rising_risk {id: e21706})""""","[:observed_in]""""","(:_2023 {id: e3732})"""""
"(:high_and_rising_risk {id: e21706})""""","[:contributed_by]""""","(:financial_market_tensions {id: e12073})"""""
"(:high_and_rising_risk {id: e21706})""""","[:contributed_by]""""","(:rapidly_increasing_interest_rates {id: e21707})"""""
"(:shrinking_demand {id: e21709})""""","[:for]""""","(:loans {id: e3033})"""""
"(:desired_profits {id: e21710})""""","[:determined_by]""""","(:prices {id: e2517})"""""
"(:remuneration {id: e21711})""""","[:on]""""","(:capital {id: e7974})"""""
"(:profit_indicators {id: e21712})""""","[:from]""""","(:institutional_sector_accounts {id: e21713})"""""
"(:profit_indicators {id: e21712})""""","[:closer_to]""""","(:business_profits {id: e21714})"""""
"(:business_profits {id: e21714})""""","[:is_consistent_with]""""","(:unit_profits {id: e9564})"""""
"(:business_profits {id: e21714})""""","[:assessed_in_relation_to]""""","(:inflation {id: e108})"""""
"(:mark_ups {id: e21715})""""","[:estimated_based_on]""""","(:data {id: e2309})"""""
"(:mark_ups {id: e21715})""""","[:unchanged_in]""""","(:corporate_accounts {id: e21717})"""""
"(:profit_margin_indicators {id: e21716})""""","[:from]""""","(:corporate_accounts {id: e21717})"""""
"(:goods_or_services {id: e21722})""""","[:can_be_produced]""""","(:consumer_goods_sectors {id: e21721})"""""
"(:GOS {id: e21723})""""","[:covers]""""","(:institutional_sectors {id: e21743})"""""
"(:GOS {id: e21723})""""","[:stands_for]""""","(:Gross_Operating_Surplus {id: e21724})"""""
"(:GOS {id: e21723})""""","[:reflects_in]""""","(:unit_profit_indicator {id: e21742})"""""
"(:mixed_income {id: e21726})""""","[:time_period]""""","(:second_half_of_2022 {id: e4631})"""""
"(:mixed_income {id: e21726})""""","[:relates_to]""""","(:household_sector {id: e4495})"""""
"(:mixed_income {id: e21726})""""","[:part_of]""""","(:whole_economy {id: e21764})"""""
"(:mixed_income {id: e21726})""""","[:is_indicator_of]""""","(:unit_profits {id: e9564})"""""
"(:mixed_income {id: e21726})""""","[:includes_income_from]""""","(:housing_services {id: e4490})"""""
"(:mixed_income {id: e21726})""""","[:reflects_in]""""","(:unit_profit_indicator {id: e21742})"""""
"(:Profit_margin_indicator {id: e21728})""""","[:calculated_by_ratio_of]""""","(:GDP_deflator_at_basic_prices {id: e21729})"""""
"(:Profit_margin_indicator {id: e21728})""""","[:calculated_by_ratio_to]""""","(:unit_labour_costs {id: e12700})"""""
"(:Profit_margin_indicator {id: e21728})""""","[:assesses_extent_of]""""","(:profit_margin {id: e21730})"""""
"(:Mark_up {id: e21731})""""","[:defined_as_ratio_to]""""","(:marginal_costs {id: e21732})"""""
"(:Mark_up {id: e21731})""""","[:defined_as_ratio_of]""""","(:prices {id: e2517})"""""
"(:marginal_costs {id: e21732})""""","[:typically_proxied_by]""""","(:average_costs {id: e21733})"""""
"(:Gross_profit_margin {id: e21734})""""","[:calculated_as]""""","(:gross_profits {id: e21735})"""""
"(:Gross_profit_margin {id: e21734})""""","[:calculated_by_using]""""","(:turnover {id: e21736})"""""
"(:Gross_profit_margin {id: e21734})""""","[:used_indicator_of]""""","(:profit_margin {id: e21730})"""""
"(:gross_profits {id: e21735})""""","[:calculated_as]""""","(:turnover {id: e21736})"""""
"(:gross_profits {id: e21735})""""","[:defined_as_result_of]""""","(:cost_of_goods_sold {id: e21737})"""""
"(:turnover {id: e21736})""""","[:time_period]""""","(:next_six_months {id: e21559})"""""
"(:turnover {id: e21736})""""","[:time_period]""""","(:past_six_months {id: e21844})"""""
"(:turnover {id: e21736})""""","[:associated_with]""""","(:selling_prices {id: e4263})"""""
"(:turnover {id: e21736})""""","[:associated_with]""""","(:expected_selling_prices {id: e21845})"""""
"(:turnover {id: e21736})""""","[:not_associated_with]""""","(:expected_selling_prices {id: e21845})"""""
"(:turnover {id: e21736})""""","[:could_be_driven_by]""""","(:input_costs {id: e6004})"""""
"(:turnover {id: e21736})""""","[:projection]""""","(:next_six_months {id: e21559})"""""
"(:cost_of_goods_sold {id: e21737})""""","[:includes]""""","(:labour {id: e3330})"""""
"(:cost_of_goods_sold {id: e21737})""""","[:includes]""""","(:cost_of_materials {id: e21738})"""""
"(:Gross_profit {id: e21739})""""","[:represents]""""","(:turnover {id: e21736})"""""
"(:Gross_profit {id: e21739})""""","[:calculated_by_subtracting]""""","(:cost_of_goods_sold {id: e21737})"""""
"(:euro_area_GDP_deflator {id: e21740})""""","[:growth_rate_in]""""","(:second_quarter_of_2021 {id: e3946})"""""
"(:euro_area_GDP_deflator {id: e21740})""""","[:annual_growth_in]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:euro_area_GDP_deflator {id: e21740})""""","[:previous_growth]""""","(:previous_quarter {id: e534})"""""
"(:euro_area_GDP_deflator {id: e21740})""""","[:average_growth_between]""""","(:_2019 {id: e268})"""""
"(:euro_area_GDP_deflator {id: e21740})""""","[:average_growth_between]""""","(:_1999 {id: e15182})"""""
"(:self_employed {id: e21744})""""","[:earns]""""","(:average_wage {id: e21746})"""""
"(:self_employed {id: e21744})""""","[:includes_compensation_in]""""","(:mixed_income {id: e21726})"""""
"(:unincorporated_businesses {id: e21745})""""","[:conceptualized_as]""""","(:self_employed {id: e21744})"""""
"(:net_operating_surplus {id: e21747})""""","[:of]""""","(:NFCs {id: e2113})"""""
"(:net_operating_surplus {id: e21747})""""","[:calculated_by_subtracting]""""","(:consumption_of_fixed_capital {id: e9491})"""""
"(:stabilisation_of_labour_income {id: e21750})""""","[:GearedTowards]""""","(:labour_income_component {id: e21751})"""""
"(:labour_income_component {id: e21751})""""","[:DirectlyReflected]""""","(:labour_income_component {id: e21751})"""""
"(:unit_profit_component {id: e21752})""""","[:VisibleImpactBesides]""""","(:stabilisation_of_labour_income {id: e21750})"""""
"(:unit_profit_during_the_COVID_19_recession {id: e21753})""""","[:MoreResilientThan]""""","(:unit_profit_during_previous_recessions {id: e21754})"""""
"(:firms_retain_employees {id: e21755})""""","[:StriveEarlyDownturn]""""","(:firms_retain_employees {id: e21755})"""""
"(:expense_of_unit_profits {id: e21756})""""","[:IncurredEarlyDownturn]""""","(:firms_retain_employees {id: e21755})"""""
"(:Economic_Bulletin_Issue_2 {id: e21757})""""","[:PublishedBy]""""","(:European_Central_Bank {id: e848})"""""
"(:Economic_Bulletin_Issue_2 {id: e21757})""""","[:ContainsBox]""""","(:March_2021 {id: e8927})"""""
